date,Open,High,Low,Close,Volume
2025-05-05 07:00:00,562.77,562.92,561.83,562.23,239867.0
2025-05-05 08:00:00,563.2062,566.76,561.81,562.6,451621.0
2025-05-05 09:00:00,562.56,566.87,557.095,562.99,4804570.0
2025-05-05 10:00:00,563.07,565.19,562.43,565.0,5923119.0
2025-05-05 11:00:00,565.01,565.31,563.84,565.0,4920567.0
2025-05-05 12:00:00,565.0,565.9599,564.8188,565.61,3519034.0
2025-05-05 13:00:00,565.6,566.08,564.84,565.6801,2263477.0
2025-05-05 14:00:00,565.68,566.65,565.5701,565.785,3247837.0
2025-05-05 15:00:00,565.78,565.88,563.09,563.53,9547564.0
2025-05-05 16:00:00,563.55,582.5224,525.0216,563.215,5044738.0
2025-05-05 17:00:00,563.25,580.2389,527.7716,562.9987,438047.0
2025-05-05 18:00:00,562.95,563.51,562.62,562.8991,1075091.0
2025-05-05 19:00:00,562.89,563.22,562.695,562.81,24807.0
2025-05-05 20:00:00,563.51,563.51,563.51,563.51,1014122.0
2025-05-06 04:00:00,561.12,561.12,558.82,559.7,92637.0
2025-05-06 05:00:00,559.75,559.78,558.75,559.64,82719.0
2025-05-06 06:00:00,559.67,560.3,559.26,560.3,31273.0
2025-05-06 07:00:00,560.27,560.55,558.0,558.8,345356.0
2025-05-06 08:00:00,560.46,563.51,558.0,558.9517,513841.0
2025-05-06 09:00:00,558.99,565.39,556.96,557.4,5211088.0
2025-05-06 10:00:00,557.4,561.41,557.09,560.75,5812813.0
2025-05-06 11:00:00,560.75,561.94,560.19,560.37,3726623.0
2025-05-06 12:00:00,560.375,563.3476,559.1204,559.21,6206128.0
2025-05-06 13:00:00,559.24,560.5899,558.32,558.44,3827353.0
2025-05-06 14:00:00,558.45,561.08,558.43,561.04,4726083.0
2025-05-06 15:00:00,561.06,561.4,558.72,558.8,11189257.0
2025-05-06 16:00:00,558.83,569.873,526.2433,557.89,7016726.0
2025-05-06 17:00:00,557.875,559.127,522.4838,557.4884,572837.0
2025-05-06 18:00:00,557.4,565.08,557.25,563.4982,2291405.0
2025-05-06 19:00:00,563.5,563.73,562.52,563.4,195762.0
2025-05-06 20:00:00,558.8,558.8,558.8,558.8,1178314.0
2025-05-07 04:00:00,562.68,562.68,561.46,562.33,43132.0
2025-05-07 05:00:00,562.31,562.51,561.6,562.01,32387.0
2025-05-07 06:00:00,562.03,562.63,561.5,562.27,75108.0
2025-05-07 07:00:00,562.27,563.03,561.84,562.23,176529.0
2025-05-07 08:00:00,562.2217,562.995,558.8,560.85,412843.0
2025-05-07 09:00:00,560.85,561.6,559.5202,561.4599,4218551.0
2025-05-07 10:00:00,561.46,561.98,559.0101,559.45,4861933.0
2025-05-07 11:00:00,559.45,560.16,558.38,559.94,5188502.0
2025-05-07 12:00:00,559.91,561.37,559.07,561.255,2807407.0
2025-05-07 13:00:00,561.24,561.85,558.8,559.27,3549492.0
2025-05-07 14:00:00,559.235,562.64,556.04,560.85,9710375.0
2025-05-07 15:00:00,560.83,563.82,557.52,561.23,15563755.0
2025-05-07 16:00:00,561.22,583.351,523.6927,560.965,10499277.0
2025-05-07 17:00:00,561.0,576.1253,522.3024,560.91,372275.0
2025-05-07 18:00:00,560.78,561.15,560.07,560.94,1104450.0
2025-05-07 19:00:00,560.91,561.55,560.855,561.01,111613.0
2025-05-07 20:00:00,561.15,561.15,561.15,561.15,992866.0
2025-05-08 04:00:00,556.5,567.04,556.5,566.96,78698.0
2025-05-08 05:00:00,566.97,567.84,566.74,567.51,64215.0
2025-05-08 06:00:00,567.51,567.98,567.19,567.95,233697.0
2025-05-08 07:00:00,567.92,568.0,566.0,566.38,382607.0
2025-05-08 08:00:00,565.5527,568.0,556.715,565.675,1103892.0
2025-05-08 09:00:00,565.65,565.83,563.56,564.1298,4035573.0
2025-05-08 10:00:00,564.14,565.16,561.7,562.6,8315222.0
2025-05-08 11:00:00,562.55,569.65,562.03,568.38,12367091.0
2025-05-08 12:00:00,568.3962,570.31,568.34,570.12,4828686.0
2025-05-08 13:00:00,570.11,570.205,567.6,567.6899,4550614.0
2025-05-08 14:00:00,567.68,569.13,567.42,568.35,4867439.0
2025-05-08 15:00:00,568.34,569.37,564.54,564.92,16822552.0
2025-05-08 16:00:00,564.92,579.8536,532.071,564.8,9448352.0
2025-05-08 17:00:00,564.915,581.8076,531.7048,565.14,307107.0
2025-05-08 18:00:00,565.14,565.26,564.34,564.9099,1292214.0
2025-05-08 19:00:00,564.91,565.1,564.0,564.3,128697.0
2025-05-08 20:00:00,565.06,565.06,564.28,564.28,1170405.0
2025-05-09 04:00:00,564.82,565.6,564.79,565.09,23796.0
2025-05-09 05:00:00,565.06,565.82,565.05,565.77,14160.0
2025-05-09 06:00:00,565.82,566.82,565.79,566.48,62524.0
2025-05-09 07:00:00,566.51,568.0,564.14,566.2,1068403.0
2025-05-09 08:00:00,566.15,567.89,564.13,566.7804,525220.0
2025-05-09 09:00:00,566.79,569.535,563.2,567.0,3159691.0
2025-05-09 10:00:00,566.97,567.36,562.7637,564.56,6462260.0
2025-05-09 11:00:00,564.58,565.59,563.88,565.55,3736205.0
2025-05-09 12:00:00,565.56,565.6353,563.085,563.4,3427369.0
2025-05-09 13:00:00,563.4,565.355,562.87,565.23,3645817.0
2025-05-09 14:00:00,565.22,565.2951,564.09,564.83,2317634.0
2025-05-09 15:00:00,564.84,565.89,564.1,564.29,9051578.0
2025-05-09 16:00:00,564.28,594.4177,531.2811,564.8502,5313341.0
2025-05-09 17:00:00,564.805,594.4177,528.1416,564.9,262941.0
2025-05-09 18:00:00,564.9,565.13,564.34,565.02,819864.0
2025-05-09 19:00:00,565.0,565.13,564.8,564.99,69502.0
2025-05-09 20:00:00,564.34,564.34,564.34,564.34,785552.0
2025-05-12 04:00:00,572.91,580.08,571.11,579.48,296654.0
2025-05-12 05:00:00,579.5,580.46,579.32,580.35,171386.0
2025-05-12 06:00:00,580.34,582.56,579.97,582.24,1060999.0
2025-05-12 07:00:00,582.23,582.99,580.28,581.04,1169987.0
2025-05-12 08:00:00,578.4622,582.93,564.34,581.27,889606.0
2025-05-12 09:00:00,581.27,581.93,578.34,578.79,10762833.0
2025-05-12 10:00:00,578.8,580.5,577.04,579.05,12366624.0
2025-05-12 11:00:00,579.06,579.7315,578.035,578.1695,7717488.0
2025-05-12 12:00:00,578.16,581.22,577.9775,581.06,5450785.0
2025-05-12 13:00:00,581.08,582.43,580.97,581.5007,6410109.0
2025-05-12 14:00:00,581.51,582.58,581.32,581.54,5671368.0
2025-05-12 15:00:00,581.55,583.0,580.8,582.84,17530596.0
2025-05-12 16:00:00,582.84,583.96,542.3485,583.1118,12382363.0
2025-05-12 17:00:00,583.165,583.22,582.9,583.17,395689.0
2025-05-12 18:00:00,583.17,583.28,582.33,582.38,1823903.0
2025-05-12 19:00:00,582.4,583.38,582.11,582.13,64511.0
2025-05-12 20:00:00,582.99,582.99,582.99,582.99,1677885.0
2025-05-13 04:00:00,581.48,581.48,580.3,580.43,44216.0
2025-05-13 05:00:00,580.44,581.52,580.3,581.51,39096.0
2025-05-13 06:00:00,581.52,581.87,581.03,581.23,64783.0
2025-05-13 07:00:00,581.25,582.2,581.2,582.15,249963.0
2025-05-13 08:00:00,580.7562,587.4,580.17,583.305,1109572.0
2025-05-13 09:00:00,583.3,585.47,564.61,585.28,6346492.0
2025-05-13 10:00:00,585.29,587.9,585.22,587.0801,10751791.0
2025-05-13 11:00:00,587.11,588.44,586.74,587.65,7705965.0
2025-05-13 12:00:00,587.67,588.355,586.96,587.955,7482972.0
2025-05-13 13:00:00,587.96,589.0699,587.66,587.9191,7434948.0
2025-05-13 14:00:00,587.92,588.7,587.46,588.6,6326784.0
2025-05-13 15:00:00,588.59,589.08,586.73,586.81,13064353.0
2025-05-13 16:00:00,586.8,587.5188,555.5219,586.6,8834285.0
2025-05-13 17:00:00,586.59,586.9998,555.5219,586.705,697616.0
2025-05-13 18:00:00,586.71,586.939,586.42,586.73,1167055.0
2025-05-13 19:00:00,586.74,587.4,586.55,587.26,49144.0
2025-05-13 20:00:00,586.84,587.26,586.84,587.26,1095658.0
2025-05-14 04:00:00,587.13,587.6,586.81,587.07,47981.0
2025-05-14 05:00:00,587.06,587.26,586.23,586.46,51740.0
2025-05-14 06:00:00,586.37,587.2,586.19,586.99,47370.0
2025-05-14 07:00:00,586.99,588.8,586.95,588.05,373240.0
2025-05-14 08:00:00,587.4247,588.88,586.2612,588.0399,463279.0
2025-05-14 09:00:00,588.02,588.98,586.46,587.5308,6856940.0
2025-05-14 10:00:00,587.54,587.91,586.39,587.54,7406321.0
2025-05-14 11:00:00,587.54,588.35,585.8,588.0002,7214217.0
2025-05-14 12:00:00,588.0,588.5651,587.1,587.4601,4263700.0
2025-05-14 13:00:00,587.47,587.51,585.535,587.3355,6621971.0
2025-05-14 14:00:00,587.34,588.22,586.575,587.625,5725619.0
2025-05-14 15:00:00,587.62,588.14,586.39,587.56,17357483.0
2025-05-14 16:00:00,587.55,587.68,554.94,587.17,11983438.0
2025-05-14 17:00:00,587.15,592.1626,554.94,586.7,445431.0
2025-05-14 18:00:00,586.67,587.59,586.522,586.65,1517209.0
2025-05-14 19:00:00,586.665,586.71,585.7197,586.12,215319.0
2025-05-14 20:00:00,587.59,587.59,587.59,587.59,1435839.0
2025-05-15 04:00:00,584.88,585.38,583.38,583.73,127599.0
2025-05-15 05:00:00,583.66,584.84,583.35,584.83,47389.0
2025-05-15 06:00:00,584.79,584.79,584.2,584.6,64509.0
2025-05-15 07:00:00,584.59,585.57,584.47,585.11,182178.0
2025-05-15 08:00:00,584.5167,587.6,583.4588,585.37,1279863.0
2025-05-15 09:00:00,585.39,586.4699,585.0969,586.14,6635116.0
2025-05-15 10:00:00,586.13,587.13,585.31,586.64,8162774.0
2025-05-15 11:00:00,586.64,589.42,586.48,589.08,9967087.0
2025-05-15 12:00:00,589.09,590.2,588.7713,590.17,8450129.0
2025-05-15 13:00:00,590.1875,590.97,589.73,589.8999,6416892.0
2025-05-15 14:00:00,589.895,590.33,586.01,589.72,6533667.0
2025-05-15 15:00:00,589.73,590.44,588.305,590.41,16517476.0
2025-05-15 16:00:00,590.41,590.72,588.6535,590.0,8570998.0
2025-05-15 17:00:00,589.99,590.46,555.6528,590.135,79578.0
2025-05-15 18:00:00,590.08,590.46,589.72,589.73,972314.0
2025-05-15 19:00:00,589.78,590.26,589.65,590.16,31638.0
2025-05-15 20:00:00,590.46,590.46,590.18,590.19,874239.0
2025-05-16 04:00:00,590.22,591.97,590.22,591.63,59203.0
2025-05-16 05:00:00,591.65,591.79,591.27,591.31,30252.0
2025-05-16 06:00:00,591.28,591.96,591.12,591.63,44300.0
2025-05-16 07:00:00,591.65,592.36,591.45,592.21,199703.0
2025-05-16 08:00:00,591.2672,592.57,589.42,591.26,505422.0
2025-05-16 09:00:00,591.26,591.86,590.01,591.36,6318924.0
2025-05-16 10:00:00,591.31,591.63,589.28,590.46,10541052.0
2025-05-16 11:00:00,590.46,591.62,590.385,591.045,9017869.0
2025-05-16 12:00:00,591.04,592.51,590.92,592.23,7114018.0
2025-05-16 13:00:00,592.25,593.48,592.0949,592.82,6149412.0
2025-05-16 14:00:00,592.82,594.0299,592.66,593.57,6355869.0
2025-05-16 15:00:00,593.565,594.5,593.19,594.29,14706137.0
2025-05-16 16:00:00,594.29,594.4281,590.2902,591.64,15717743.0
2025-05-16 17:00:00,591.66,620.8003,554.0494,590.71,1028663.0
2025-05-16 18:00:00,590.72,594.4197,588.4,588.87,2497701.0
2025-05-16 19:00:00,588.87,589.5,588.2,588.25,180067.0
2025-05-16 20:00:00,594.2,594.2,594.2,594.2,1471221.0
2025-05-19 04:00:00,587.52,589.88,586.18,586.68,194138.0
2025-05-19 05:00:00,586.73,587.67,586.3,587.38,216242.0
2025-05-19 06:00:00,587.35,588.21,586.51,587.84,121430.0
2025-05-19 07:00:00,587.9,588.71,587.5,588.53,426664.0
2025-05-19 08:00:00,587.517,594.2,586.2412,588.68,623047.0
2025-05-19 09:00:00,588.69,591.41,587.1,591.24,8968408.0
2025-05-19 10:00:00,591.24,593.3,591.05,592.015,10964896.0
2025-05-19 11:00:00,592.02,593.77,588.51,593.1,5334899.0
2025-05-19 12:00:00,593.1057,594.76,588.9495,594.54,7534839.0
2025-05-19 13:00:00,594.54,595.54,588.55,594.36,7413471.0
2025-05-19 14:00:00,594.36,594.55,593.335,594.39,5927912.0
2025-05-19 15:00:00,594.4,595.25,593.16,594.94,14476111.0
2025-05-19 16:00:00,594.94,595.062,569.6216,594.835,6738003.0
2025-05-19 17:00:00,594.8,594.96,554.1997,594.77,287684.0
2025-05-19 18:00:00,594.72,594.96,594.44,594.765,671762.0
2025-05-19 19:00:00,594.8099,596.07,594.67,595.54,120851.0
2025-05-19 20:00:00,594.85,594.85,594.85,594.85,602575.0
2025-05-20 04:00:00,593.02,593.88,592.84,593.15,38146.0
2025-05-20 05:00:00,593.18,593.58,592.87,592.99,32776.0
2025-05-20 06:00:00,593.05,594.05,592.81,593.98,58138.0
2025-05-20 07:00:00,594.01,594.4,593.93,593.97,146050.0
2025-05-20 08:00:00,593.95,594.85,588.27,593.51,281044.0
2025-05-20 09:00:00,593.51,594.03,588.175,592.84,5657709.0
2025-05-20 10:00:00,592.85,594.05,592.355,592.97,6469013.0
2025-05-20 11:00:00,592.97,593.64,592.47,593.2098,4597894.0
2025-05-20 12:00:00,593.1901,593.57,592.235,593.38,4926529.0
2025-05-20 13:00:00,593.375,593.8,592.335,592.995,5341887.0
2025-05-20 14:00:00,592.985,593.17,590.59,590.88,9340772.0
2025-05-20 15:00:00,590.88,592.965,589.6,592.83,16687317.0
2025-05-20 16:00:00,592.81,595.0364,592.03,592.35,7405851.0
2025-05-20 17:00:00,592.33,592.85,554.6749,592.26,577557.0
2025-05-20 18:00:00,592.24,592.85,590.5,591.73,1035695.0
2025-05-20 19:00:00,591.69,592.35,591.68,592.35,53350.0
2025-05-20 20:00:00,592.85,592.85,592.85,592.85,678378.0
2025-05-21 04:00:00,590.25,590.88,589.09,589.73,79504.0
2025-05-21 05:00:00,589.77,590.04,588.35,588.53,55307.0
2025-05-21 06:00:00,588.54,589.04,587.6,589.04,185040.0
2025-05-21 07:00:00,589.04,590.44,588.99,590.12,200782.0
2025-05-21 08:00:00,590.2472,592.85,587.6292,589.34,456690.0
2025-05-21 09:00:00,589.31,593.45,587.92,589.84,7451874.0
2025-05-21 10:00:00,589.84,591.43,588.87,590.65,9321571.0
2025-05-21 11:00:00,590.66,592.24,590.37,591.74,7794430.0
2025-05-21 12:00:00,591.73,592.58,591.42,591.61,5756392.0
2025-05-21 13:00:00,591.62,591.79,583.79,586.1665,21223969.0
2025-05-21 14:00:00,586.16,586.39,583.78,584.02,9596246.0
2025-05-21 15:00:00,584.03,584.62,581.82,582.96,23653302.0
2025-05-21 16:00:00,582.98,592.7571,555.0083,582.89,11096081.0
2025-05-21 17:00:00,582.89,588.92,550.7818,582.9,1486325.0
2025-05-21 18:00:00,582.9,583.599,534.12,582.89,1443753.0
2025-05-21 19:00:00,582.92,583.6,582.665,583.08,63182.0
2025-05-21 20:00:00,582.86,582.86,582.86,582.86,1280122.0
2025-05-22 04:00:00,583.71,584.44,583.63,584.03,75152.0
2025-05-22 05:00:00,584.0,584.28,583.46,583.88,52638.0
2025-05-22 06:00:00,583.89,584.17,583.3,583.57,62757.0
2025-05-22 07:00:00,583.62,584.64,580.97,581.01,404993.0
2025-05-22 08:00:00,581.01,591.9255,580.0,583.11,1139342.0
2025-05-22 09:00:00,583.1,591.795,581.405,584.18,8190236.0
2025-05-22 10:00:00,584.19,585.17,581.51,582.9,10262193.0
2025-05-22 11:00:00,582.92,584.37,582.3499,584.25,7580762.0
2025-05-22 12:00:00,584.25,585.61,583.02,583.12,6258981.0
2025-05-22 13:00:00,583.13,585.83,582.63,585.39,6783293.0
2025-05-22 14:00:00,585.38,586.1,584.89,585.84,7527860.0
2025-05-22 15:00:00,585.845,586.62,582.58,583.03,18299985.0
2025-05-22 16:00:00,583.02,585.05,555.1632,583.93,5458794.0
2025-05-22 17:00:00,583.9384,584.11,549.6558,584.0997,188592.0
2025-05-22 18:00:00,584.1,584.35,582.3,582.475,884880.0
2025-05-22 19:00:00,582.465,583.21,582.22,583.12,61049.0
2025-05-22 20:00:00,583.09,583.09,583.09,583.09,790339.0
2025-05-23 04:00:00,583.72,584.66,583.22,583.63,36261.0
2025-05-23 05:00:00,583.59,583.62,581.9,583.35,37905.0
2025-05-23 06:00:00,583.36,583.49,582.43,583.17,34437.0
2025-05-23 07:00:00,583.16,583.4,574.01,575.12,2211528.0
2025-05-23 08:00:00,584.1032,584.5915,573.24,575.04,2522357.0
2025-05-23 09:00:00,575.05,582.9452,573.87,576.77,12765714.0
2025-05-23 10:00:00,576.84,578.9499,576.69,577.12,10710796.0
2025-05-23 11:00:00,577.13,579.73,576.8094,578.03,7590506.0
2025-05-23 12:00:00,578.04,579.62,577.52,579.0,6045751.0
2025-05-23 13:00:00,579.0,581.46,578.73,580.82,5935831.0
2025-05-23 14:00:00,580.82,581.8101,579.99,580.73,6838036.0
2025-05-23 15:00:00,580.73,581.45,578.49,579.16,14969051.0
2025-05-23 16:00:00,579.17,582.994,538.2559,575.3941,7868188.0
2025-05-23 17:00:00,578.92,611.2827,540.0489,578.86,427975.0
2025-05-23 18:00:00,578.8,579.11,578.61,578.8882,1023809.0
2025-05-23 19:00:00,578.85,579.11,578.7,579.0,31695.0
2025-05-23 20:00:00,579.11,579.11,579.11,579.11,1005137.0
